ds;y;cutoff;y_forecasted
07/08/2019;119.22;01/01/2019;120.65
07/08/2019;119.22;01/02/2019;122.09
07/08/2019;119.22;01/03/2019;123.29
07/08/2019;119.22;01/04/2019;123.54
07/08/2019;119.22;01/05/2019;119.72
07/08/2019;119.22;01/06/2019;119.62
07/08/2019;119.22;01/07/2019;116.49
07/08/2019;119.22;01/08/2019;118.25
08/08/2019;119.07;01/01/2019;120.66
08/08/2019;119.07;01/02/2019;122.14
08/08/2019;119.07;01/03/2019;123.31
08/08/2019;119.07;01/04/2019;123.62
08/08/2019;119.07;01/05/2019;119.81
08/08/2019;119.07;01/06/2019;119.76
08/08/2019;119.07;01/07/2019;116.53
08/08/2019;119.07;01/08/2019;118.25
09/08/2019;119.10;01/01/2019;120.69
09/08/2019;119.10;01/02/2019;122.18
09/08/2019;119.10;01/03/2019;123.31
09/08/2019;119.10;01/04/2019;123.69
09/08/2019;119.10;01/05/2019;119.92
09/08/2019;119.10;01/06/2019;119.87
09/08/2019;119.10;01/07/2019;116.58
09/08/2019;119.10;01/08/2019;118.26
12/08/2019;118.46;01/01/2019;120.74
12/08/2019;118.46;01/02/2019;122.22
12/08/2019;118.46;01/03/2019;123.32
12/08/2019;118.46;01/04/2019;123.76
12/08/2019;118.46;01/05/2019;120.04
12/08/2019;118.46;01/06/2019;119.95
12/08/2019;118.46;01/07/2019;116.64
12/08/2019;118.46;01/08/2019;118.28
13/08/2019;118.25;01/01/2019;120.78
13/08/2019;118.25;01/02/2019;122.25
13/08/2019;118.25;01/03/2019;123.33
13/08/2019;118.25;01/04/2019;123.83
13/08/2019;118.25;01/05/2019;120.17
13/08/2019;118.25;01/06/2019;120.02
13/08/2019;118.25;01/07/2019;116.72
13/08/2019;118.25;01/08/2019;118.31
14/08/2019;118.34;01/01/2019;120.82
14/08/2019;118.34;01/02/2019;122.27
14/08/2019;118.34;01/03/2019;123.34
14/08/2019;118.34;01/04/2019;123.89
14/08/2019;118.34;01/05/2019;120.31
14/08/2019;118.34;01/06/2019;120.08
14/08/2019;118.34;01/07/2019;116.80
14/08/2019;118.34;01/08/2019;118.34
15/08/2019;118.17;01/01/2019;120.86
15/08/2019;118.17;01/02/2019;122.29
15/08/2019;118.17;01/03/2019;123.33
15/08/2019;118.17;01/04/2019;123.93
15/08/2019;118.17;01/05/2019;120.45
15/08/2019;118.17;01/06/2019;120.17
15/08/2019;118.17;01/07/2019;116.89
15/08/2019;118.17;01/08/2019;118.39
16/08/2019;118.28;01/01/2019;120.89
16/08/2019;118.28;01/02/2019;122.31
16/08/2019;118.28;01/03/2019;123.33
16/08/2019;118.28;01/04/2019;123.96
16/08/2019;118.28;01/05/2019;120.57
16/08/2019;118.28;01/06/2019;120.26
16/08/2019;118.28;01/07/2019;116.98
16/08/2019;118.28;01/08/2019;118.43
19/08/2019;118.28;01/01/2019;120.91
19/08/2019;118.28;01/02/2019;122.32
19/08/2019;118.28;01/03/2019;123.32
19/08/2019;118.28;01/04/2019;123.99
19/08/2019;118.28;01/05/2019;120.67
19/08/2019;118.28;01/06/2019;120.37
19/08/2019;118.28;01/07/2019;117.09
19/08/2019;118.28;01/08/2019;118.49
20/08/2019;118.08;01/01/2019;120.93
20/08/2019;118.08;01/02/2019;122.33
20/08/2019;118.08;01/03/2019;123.32
20/08/2019;118.08;01/04/2019;124.03
20/08/2019;118.08;01/05/2019;120.74
20/08/2019;118.08;01/06/2019;120.49
20/08/2019;118.08;01/07/2019;117.21
20/08/2019;118.08;01/08/2019;118.54
21/08/2019;118.11;01/01/2019;120.94
21/08/2019;118.11;01/02/2019;122.33
21/08/2019;118.11;01/03/2019;123.32
21/08/2019;118.11;01/04/2019;124.07
21/08/2019;118.11;01/05/2019;120.80
21/08/2019;118.11;01/06/2019;120.62
21/08/2019;118.11;01/07/2019;117.34
21/08/2019;118.11;01/08/2019;118.60
22/08/2019;118.26;01/01/2019;120.96
22/08/2019;118.26;01/02/2019;122.36
22/08/2019;118.26;01/03/2019;123.32
22/08/2019;118.26;01/04/2019;124.11
22/08/2019;118.26;01/05/2019;120.87
22/08/2019;118.26;01/06/2019;120.73
22/08/2019;118.26;01/07/2019;117.47
22/08/2019;118.26;01/08/2019;118.67
23/08/2019;118.26;01/01/2019;120.99
23/08/2019;118.26;01/02/2019;122.39
23/08/2019;118.26;01/03/2019;123.32
23/08/2019;118.26;01/04/2019;124.15
23/08/2019;118.26;01/05/2019;120.96
23/08/2019;118.26;01/06/2019;120.85
23/08/2019;118.26;01/07/2019;117.62
23/08/2019;118.26;01/08/2019;118.73
26/08/2019;118.46;01/01/2019;121.02
26/08/2019;118.46;01/02/2019;122.42
26/08/2019;118.46;01/03/2019;123.31
26/08/2019;118.46;01/04/2019;124.19
26/08/2019;118.46;01/05/2019;121.06
26/08/2019;118.46;01/06/2019;120.95
26/08/2019;118.46;01/07/2019;117.77
26/08/2019;118.46;01/08/2019;118.80
27/08/2019;118.43;01/01/2019;121.05
27/08/2019;118.43;01/02/2019;122.46
27/08/2019;118.43;01/03/2019;123.31
27/08/2019;118.43;01/04/2019;124.23
27/08/2019;118.43;01/05/2019;121.17
27/08/2019;118.43;01/06/2019;121.05
27/08/2019;118.43;01/07/2019;117.94
27/08/2019;118.43;01/08/2019;118.88
28/08/2019;118.57;01/01/2019;121.08
28/08/2019;118.57;01/02/2019;122.50
28/08/2019;118.57;01/03/2019;123.30
28/08/2019;118.57;01/04/2019;124.27
28/08/2019;118.57;01/05/2019;121.28
28/08/2019;118.57;01/06/2019;121.15
28/08/2019;118.57;01/07/2019;118.10
28/08/2019;118.57;01/08/2019;118.95
29/08/2019;118.62;01/01/2019;121.09
29/08/2019;118.62;01/02/2019;122.52
29/08/2019;118.62;01/03/2019;123.28
29/08/2019;118.62;01/04/2019;124.29
29/08/2019;118.62;01/05/2019;121.38
29/08/2019;118.62;01/06/2019;121.25
29/08/2019;118.62;01/07/2019;118.26
29/08/2019;118.62;01/08/2019;119.03
30/08/2019;118.59;01/01/2019;121.09
30/08/2019;118.59;01/02/2019;122.53
30/08/2019;118.59;01/03/2019;123.25
30/08/2019;118.59;01/04/2019;124.32
30/08/2019;118.59;01/05/2019;121.47
30/08/2019;118.59;01/06/2019;121.33
30/08/2019;118.59;01/07/2019;118.41
30/08/2019;118.59;01/08/2019;119.11
02/09/2019;118.54;01/01/2019;121.08
02/09/2019;118.54;01/02/2019;122.53
02/09/2019;118.54;01/03/2019;123.23
02/09/2019;118.54;01/04/2019;124.36
02/09/2019;118.54;01/05/2019;121.56
02/09/2019;118.54;01/06/2019;121.40
02/09/2019;118.54;01/07/2019;118.54
02/09/2019;118.54;01/08/2019;119.19
02/09/2019;118.54;01/09/2019;118.68
03/09/2019;118.62;01/01/2019;121.05
03/09/2019;118.62;01/02/2019;122.53
03/09/2019;118.62;01/03/2019;123.21
03/09/2019;118.62;01/04/2019;124.41
03/09/2019;118.62;01/05/2019;121.65
03/09/2019;118.62;01/06/2019;121.46
03/09/2019;118.62;01/07/2019;118.67
03/09/2019;118.62;01/08/2019;119.27
03/09/2019;118.62;01/09/2019;118.72
04/09/2019;118.45;01/01/2019;121.00
04/09/2019;118.45;01/02/2019;122.51
04/09/2019;118.45;01/03/2019;123.19
04/09/2019;118.45;01/04/2019;124.45
04/09/2019;118.45;01/05/2019;121.73
04/09/2019;118.45;01/06/2019;121.52
04/09/2019;118.45;01/07/2019;118.79
04/09/2019;118.45;01/08/2019;119.35
04/09/2019;118.45;01/09/2019;118.66
05/09/2019;118.30;01/01/2019;120.94
05/09/2019;118.30;01/02/2019;122.49
05/09/2019;118.30;01/03/2019;123.18
05/09/2019;118.30;01/04/2019;124.48
05/09/2019;118.30;01/05/2019;121.81
05/09/2019;118.30;01/06/2019;121.59
05/09/2019;118.30;01/07/2019;118.93
05/09/2019;118.30;01/08/2019;119.43
05/09/2019;118.30;01/09/2019;118.62
06/09/2019;118.33;01/01/2019;120.87
06/09/2019;118.33;01/02/2019;122.49
06/09/2019;118.33;01/03/2019;123.18
06/09/2019;118.33;01/04/2019;124.49
06/09/2019;118.33;01/05/2019;121.87
06/09/2019;118.33;01/06/2019;121.67
06/09/2019;118.33;01/07/2019;119.07
06/09/2019;118.33;01/08/2019;119.51
06/09/2019;118.33;01/09/2019;118.61
09/09/2019;118.33;01/01/2019;120.79
09/09/2019;118.33;01/02/2019;122.52
09/09/2019;118.33;01/03/2019;123.19
09/09/2019;118.33;01/04/2019;124.49
09/09/2019;118.33;01/05/2019;121.92
09/09/2019;118.33;01/06/2019;121.76
09/09/2019;118.33;01/07/2019;119.20
09/09/2019;118.33;01/08/2019;119.60
09/09/2019;118.33;01/09/2019;118.60
10/09/2019;118.55;01/01/2019;120.71
10/09/2019;118.55;01/02/2019;122.57
10/09/2019;118.55;01/03/2019;123.21
10/09/2019;118.55;01/04/2019;124.48
10/09/2019;118.55;01/05/2019;121.96
10/09/2019;118.55;01/06/2019;121.86
10/09/2019;118.55;01/07/2019;119.31
10/09/2019;118.55;01/08/2019;119.68
10/09/2019;118.55;01/09/2019;118.61
11/09/2019;118.52;01/01/2019;120.64
11/09/2019;118.52;01/02/2019;122.65
11/09/2019;118.52;01/03/2019;123.23
11/09/2019;118.52;01/04/2019;124.47
11/09/2019;118.52;01/05/2019;121.98
11/09/2019;118.52;01/06/2019;121.97
11/09/2019;118.52;01/07/2019;119.40
11/09/2019;118.52;01/08/2019;119.77
11/09/2019;118.52;01/09/2019;118.63
12/09/2019;118.52;01/01/2019;120.55
12/09/2019;118.52;01/02/2019;122.71
12/09/2019;118.52;01/03/2019;123.23
12/09/2019;118.52;01/04/2019;124.45
12/09/2019;118.52;01/05/2019;121.99
12/09/2019;118.52;01/06/2019;122.09
12/09/2019;118.52;01/07/2019;119.47
12/09/2019;118.52;01/08/2019;119.85
12/09/2019;118.52;01/09/2019;118.65
13/09/2019;118.59;01/01/2019;120.44
13/09/2019;118.59;01/02/2019;122.76
13/09/2019;118.59;01/03/2019;123.21
13/09/2019;118.59;01/04/2019;124.43
13/09/2019;118.59;01/05/2019;122.00
13/09/2019;118.59;01/06/2019;122.20
13/09/2019;118.59;01/07/2019;119.54
13/09/2019;118.59;01/08/2019;119.94
13/09/2019;118.59;01/09/2019;118.69
16/09/2019;118.76;01/01/2019;120.31
16/09/2019;118.76;01/02/2019;122.81
16/09/2019;118.76;01/03/2019;123.18
16/09/2019;118.76;01/04/2019;124.41
16/09/2019;118.76;01/05/2019;122.01
16/09/2019;118.76;01/06/2019;122.31
16/09/2019;118.76;01/07/2019;119.62
16/09/2019;118.76;01/08/2019;120.02
16/09/2019;118.76;01/09/2019;118.73
17/09/2019;119.64;01/01/2019;120.15
17/09/2019;119.64;01/02/2019;122.83
17/09/2019;119.64;01/03/2019;123.13
17/09/2019;119.64;01/04/2019;124.39
17/09/2019;119.64;01/05/2019;122.02
17/09/2019;119.64;01/06/2019;122.41
17/09/2019;119.64;01/07/2019;119.71
17/09/2019;119.64;01/08/2019;120.11
17/09/2019;119.64;01/09/2019;118.77
18/09/2019;119.69;01/01/2019;119.98
18/09/2019;119.69;01/02/2019;122.82
18/09/2019;119.69;01/03/2019;123.07
18/09/2019;119.69;01/04/2019;124.37
18/09/2019;119.69;01/05/2019;122.03
18/09/2019;119.69;01/06/2019;122.50
18/09/2019;119.69;01/07/2019;119.81
18/09/2019;119.69;01/08/2019;120.19
18/09/2019;119.69;01/09/2019;118.82
19/09/2019;119.78;01/01/2019;119.81
19/09/2019;119.78;01/02/2019;122.82
19/09/2019;119.78;01/03/2019;123.04
19/09/2019;119.78;01/04/2019;124.35
19/09/2019;119.78;01/05/2019;122.04
19/09/2019;119.78;01/06/2019;122.55
19/09/2019;119.78;01/07/2019;119.89
19/09/2019;119.78;01/08/2019;120.28
19/09/2019;119.78;01/09/2019;118.86
20/09/2019;119.71;01/01/2019;119.63
20/09/2019;119.71;01/02/2019;122.85
20/09/2019;119.71;01/03/2019;123.01
20/09/2019;119.71;01/04/2019;124.33
20/09/2019;119.71;01/05/2019;122.04
20/09/2019;119.71;01/06/2019;122.61
20/09/2019;119.71;01/07/2019;119.97
20/09/2019;119.71;01/08/2019;120.37
20/09/2019;119.71;01/09/2019;118.91
23/09/2019;120.08;01/01/2019;119.45
23/09/2019;120.08;01/02/2019;122.91
23/09/2019;120.08;01/03/2019;122.99
23/09/2019;120.08;01/04/2019;124.31
23/09/2019;120.08;01/05/2019;122.03
23/09/2019;120.08;01/06/2019;122.69
23/09/2019;120.08;01/07/2019;120.04
23/09/2019;120.08;01/08/2019;120.46
23/09/2019;120.08;01/09/2019;118.96
24/09/2019;120.06;01/01/2019;119.26
24/09/2019;120.06;01/02/2019;123.00
24/09/2019;120.06;01/03/2019;122.98
24/09/2019;120.06;01/04/2019;124.29
24/09/2019;120.06;01/05/2019;122.03
24/09/2019;120.06;01/06/2019;122.77
24/09/2019;120.06;01/07/2019;120.11
24/09/2019;120.06;01/08/2019;120.56
24/09/2019;120.06;01/09/2019;119.00
25/09/2019;120.06;01/01/2019;119.07
25/09/2019;120.06;01/02/2019;123.10
25/09/2019;120.06;01/03/2019;122.97
25/09/2019;120.06;01/04/2019;124.26
25/09/2019;120.06;01/05/2019;122.02
25/09/2019;120.06;01/06/2019;122.87
25/09/2019;120.06;01/07/2019;120.18
25/09/2019;120.06;01/08/2019;120.65
25/09/2019;120.06;01/09/2019;119.05
26/09/2019;119.98;01/01/2019;118.89
26/09/2019;119.98;01/02/2019;123.21
26/09/2019;119.98;01/03/2019;122.94
26/09/2019;119.98;01/04/2019;124.22
26/09/2019;119.98;01/05/2019;122.00
26/09/2019;119.98;01/06/2019;122.97
26/09/2019;119.98;01/07/2019;120.26
26/09/2019;119.98;01/08/2019;120.74
26/09/2019;119.98;01/09/2019;119.09
27/09/2019;120.06;01/01/2019;118.72
27/09/2019;120.06;01/02/2019;123.32
27/09/2019;120.06;01/03/2019;122.93
27/09/2019;120.06;01/04/2019;124.19
27/09/2019;120.06;01/05/2019;121.99
27/09/2019;120.06;01/06/2019;123.08
27/09/2019;120.06;01/07/2019;120.32
27/09/2019;120.06;01/08/2019;120.83
27/09/2019;120.06;01/09/2019;119.13
30/09/2019;120.25;01/01/2019;118.57
30/09/2019;120.25;01/02/2019;123.42
30/09/2019;120.25;01/03/2019;122.92
30/09/2019;120.25;01/04/2019;124.15
30/09/2019;120.25;01/05/2019;121.98
30/09/2019;120.25;01/06/2019;123.18
30/09/2019;120.25;01/07/2019;120.38
30/09/2019;120.25;01/08/2019;120.92
30/09/2019;120.25;01/09/2019;119.17
01/10/2019;120.36;01/01/2019;118.46
01/10/2019;120.36;01/02/2019;123.51
01/10/2019;120.36;01/03/2019;122.92
01/10/2019;120.36;01/04/2019;124.11
01/10/2019;120.36;01/05/2019;121.98
01/10/2019;120.36;01/06/2019;123.29
01/10/2019;120.36;01/07/2019;120.43
01/10/2019;120.36;01/08/2019;121.00
01/10/2019;120.36;01/09/2019;119.21
02/10/2019;120.19;01/01/2019;118.37
02/10/2019;120.19;01/02/2019;123.58
02/10/2019;120.19;01/03/2019;122.93
02/10/2019;120.19;01/04/2019;124.07
02/10/2019;120.19;01/05/2019;122.01
02/10/2019;120.19;01/06/2019;123.39
02/10/2019;120.19;01/07/2019;120.47
02/10/2019;120.19;01/08/2019;121.08
02/10/2019;120.19;01/09/2019;119.24
02/10/2019;120.19;01/10/2019;120.13
03/10/2019;120.08;01/01/2019;118.29
03/10/2019;120.08;01/02/2019;123.64
03/10/2019;120.08;01/03/2019;122.95
03/10/2019;120.08;01/04/2019;124.03
03/10/2019;120.08;01/05/2019;122.03
03/10/2019;120.08;01/06/2019;123.47
03/10/2019;120.08;01/07/2019;120.51
03/10/2019;120.08;01/08/2019;121.15
03/10/2019;120.08;01/09/2019;119.27
03/10/2019;120.08;01/10/2019;120.05
04/10/2019;120.13;01/01/2019;118.21
04/10/2019;120.13;01/02/2019;123.67
04/10/2019;120.13;01/03/2019;122.96
04/10/2019;120.13;01/04/2019;123.99
04/10/2019;120.13;01/05/2019;122.05
04/10/2019;120.13;01/06/2019;123.52
04/10/2019;120.13;01/07/2019;120.54
04/10/2019;120.13;01/08/2019;121.22
04/10/2019;120.13;01/09/2019;119.29
04/10/2019;120.13;01/10/2019;120.04
07/10/2019;120.25;01/01/2019;118.13
07/10/2019;120.25;01/02/2019;123.68
07/10/2019;120.25;01/03/2019;122.98
07/10/2019;120.25;01/04/2019;123.96
07/10/2019;120.25;01/05/2019;122.05
07/10/2019;120.25;01/06/2019;123.56
07/10/2019;120.25;01/07/2019;120.58
07/10/2019;120.25;01/08/2019;121.27
07/10/2019;120.25;01/09/2019;119.32
07/10/2019;120.25;01/10/2019;120.04
08/10/2019;120.36;01/01/2019;118.06
08/10/2019;120.36;01/02/2019;123.66
08/10/2019;120.36;01/03/2019;123.00
08/10/2019;120.36;01/04/2019;123.92
08/10/2019;120.36;01/05/2019;122.02
08/10/2019;120.36;01/06/2019;123.58
08/10/2019;120.36;01/07/2019;120.64
08/10/2019;120.36;01/08/2019;121.33
08/10/2019;120.36;01/09/2019;119.34
08/10/2019;120.36;01/10/2019;120.04
09/10/2019;120.30;01/01/2019;118.00
09/10/2019;120.30;01/02/2019;123.61
09/10/2019;120.30;01/03/2019;123.03
09/10/2019;120.30;01/04/2019;123.89
09/10/2019;120.30;01/05/2019;121.99
09/10/2019;120.30;01/06/2019;123.58
09/10/2019;120.30;01/07/2019;120.70
09/10/2019;120.30;01/08/2019;121.37
09/10/2019;120.30;01/09/2019;119.36
09/10/2019;120.30;01/10/2019;120.05
10/10/2019;120.31;01/01/2019;117.96
10/10/2019;120.31;01/02/2019;123.55
10/10/2019;120.31;01/03/2019;123.04
10/10/2019;120.31;01/04/2019;123.88
10/10/2019;120.31;01/05/2019;121.95
10/10/2019;120.31;01/06/2019;123.55
10/10/2019;120.31;01/07/2019;120.77
10/10/2019;120.31;01/08/2019;121.40
10/10/2019;120.31;01/09/2019;119.38
10/10/2019;120.31;01/10/2019;120.06
11/10/2019;120.44;01/01/2019;117.94
11/10/2019;120.44;01/02/2019;123.46
11/10/2019;120.44;01/03/2019;123.04
11/10/2019;120.44;01/04/2019;123.86
11/10/2019;120.44;01/05/2019;121.91
11/10/2019;120.44;01/06/2019;123.50
11/10/2019;120.44;01/07/2019;120.85
11/10/2019;120.44;01/08/2019;121.43
11/10/2019;120.44;01/09/2019;119.39
11/10/2019;120.44;01/10/2019;120.07
14/10/2019;120.76;01/01/2019;117.96
14/10/2019;120.76;01/02/2019;123.34
14/10/2019;120.76;01/03/2019;123.03
14/10/2019;120.76;01/04/2019;123.84
14/10/2019;120.76;01/05/2019;121.88
14/10/2019;120.76;01/06/2019;123.44
14/10/2019;120.76;01/07/2019;120.92
14/10/2019;120.76;01/08/2019;121.46
14/10/2019;120.76;01/09/2019;119.41
14/10/2019;120.76;01/10/2019;120.09
15/10/2019;120.87;01/01/2019;117.99
15/10/2019;120.87;01/02/2019;123.20
15/10/2019;120.87;01/03/2019;122.98
15/10/2019;120.87;01/04/2019;123.79
15/10/2019;120.87;01/05/2019;121.86
15/10/2019;120.87;01/06/2019;123.40
15/10/2019;120.87;01/07/2019;121.00
15/10/2019;120.87;01/08/2019;121.49
15/10/2019;120.87;01/09/2019;119.42
15/10/2019;120.87;01/10/2019;120.11
16/10/2019;121.23;01/01/2019;118.05
16/10/2019;121.23;01/02/2019;123.03
16/10/2019;121.23;01/03/2019;122.91
16/10/2019;121.23;01/04/2019;123.73
16/10/2019;121.23;01/05/2019;121.85
16/10/2019;121.23;01/06/2019;123.36
16/10/2019;121.23;01/07/2019;121.08
16/10/2019;121.23;01/08/2019;121.53
16/10/2019;121.23;01/09/2019;119.44
16/10/2019;121.23;01/10/2019;120.13
17/10/2019;121.68;01/01/2019;118.11
17/10/2019;121.68;01/02/2019;122.85
17/10/2019;121.68;01/03/2019;122.83
17/10/2019;121.68;01/04/2019;123.67
17/10/2019;121.68;01/05/2019;121.83
17/10/2019;121.68;01/06/2019;123.35
17/10/2019;121.68;01/07/2019;121.11
17/10/2019;121.68;01/08/2019;121.58
17/10/2019;121.68;01/09/2019;119.46
17/10/2019;121.68;01/10/2019;120.15
18/10/2019;121.40;01/01/2019;118.18
18/10/2019;121.40;01/02/2019;122.65
18/10/2019;121.40;01/03/2019;122.78
18/10/2019;121.40;01/04/2019;123.61
18/10/2019;121.40;01/05/2019;121.81
18/10/2019;121.40;01/06/2019;123.32
18/10/2019;121.40;01/07/2019;121.14
18/10/2019;121.40;01/08/2019;121.64
18/10/2019;121.40;01/09/2019;119.48
18/10/2019;121.40;01/10/2019;120.17
21/10/2019;121.88;01/01/2019;118.27
21/10/2019;121.88;01/02/2019;122.43
21/10/2019;121.88;01/03/2019;122.76
21/10/2019;121.88;01/04/2019;123.55
21/10/2019;121.88;01/05/2019;121.80
21/10/2019;121.88;01/06/2019;123.29
21/10/2019;121.88;01/07/2019;121.16
21/10/2019;121.88;01/08/2019;121.71
21/10/2019;121.88;01/09/2019;119.50
21/10/2019;121.88;01/10/2019;120.19
22/10/2019;121.77;01/01/2019;118.36
22/10/2019;121.77;01/02/2019;122.20
22/10/2019;121.77;01/03/2019;122.76
22/10/2019;121.77;01/04/2019;123.50
22/10/2019;121.77;01/05/2019;121.78
22/10/2019;121.77;01/06/2019;123.26
22/10/2019;121.77;01/07/2019;121.17
22/10/2019;121.77;01/08/2019;121.76
22/10/2019;121.77;01/09/2019;119.52
22/10/2019;121.77;01/10/2019;120.21
23/10/2019;121.76;01/01/2019;118.45
23/10/2019;121.76;01/02/2019;121.95
23/10/2019;121.76;01/03/2019;122.76
23/10/2019;121.76;01/04/2019;123.46
23/10/2019;121.76;01/05/2019;121.77
23/10/2019;121.76;01/06/2019;123.21
23/10/2019;121.76;01/07/2019;121.20
23/10/2019;121.76;01/08/2019;121.81
23/10/2019;121.76;01/09/2019;119.54
23/10/2019;121.76;01/10/2019;120.24
24/10/2019;121.72;01/01/2019;118.55
24/10/2019;121.72;01/02/2019;121.69
24/10/2019;121.72;01/03/2019;122.78
24/10/2019;121.72;01/04/2019;123.42
24/10/2019;121.72;01/05/2019;121.74
24/10/2019;121.72;01/06/2019;123.15
24/10/2019;121.72;01/07/2019;121.25
24/10/2019;121.72;01/08/2019;121.86
24/10/2019;121.72;01/09/2019;119.57
24/10/2019;121.72;01/10/2019;120.26
25/10/2019;121.72;01/01/2019;118.63
25/10/2019;121.72;01/02/2019;121.42
25/10/2019;121.72;01/03/2019;122.81
25/10/2019;121.72;01/04/2019;123.38
25/10/2019;121.72;01/05/2019;121.72
25/10/2019;121.72;01/06/2019;123.09
25/10/2019;121.72;01/07/2019;121.31
25/10/2019;121.72;01/08/2019;121.90
25/10/2019;121.72;01/09/2019;119.59
25/10/2019;121.72;01/10/2019;120.28
28/10/2019;121.57;01/01/2019;118.72
28/10/2019;121.57;01/02/2019;121.15
28/10/2019;121.57;01/03/2019;122.84
28/10/2019;121.57;01/04/2019;123.34
28/10/2019;121.57;01/05/2019;121.69
28/10/2019;121.57;01/06/2019;123.02
28/10/2019;121.57;01/07/2019;121.38
28/10/2019;121.57;01/08/2019;121.95
28/10/2019;121.57;01/09/2019;119.62
28/10/2019;121.57;01/10/2019;120.30
29/10/2019;121.36;01/01/2019;118.78
29/10/2019;121.36;01/02/2019;120.87
29/10/2019;121.36;01/03/2019;122.87
29/10/2019;121.36;01/04/2019;123.30
29/10/2019;121.36;01/05/2019;121.66
29/10/2019;121.36;01/06/2019;122.96
29/10/2019;121.36;01/07/2019;121.44
29/10/2019;121.36;01/08/2019;122.01
29/10/2019;121.36;01/09/2019;119.65
29/10/2019;121.36;01/10/2019;120.32
30/10/2019;121.36;01/01/2019;118.84
30/10/2019;121.36;01/02/2019;120.59
30/10/2019;121.36;01/03/2019;122.89
30/10/2019;121.36;01/04/2019;123.27
30/10/2019;121.36;01/05/2019;121.64
30/10/2019;121.36;01/06/2019;122.92
30/10/2019;121.36;01/07/2019;121.50
30/10/2019;121.36;01/08/2019;122.06
30/10/2019;121.36;01/09/2019;119.69
30/10/2019;121.36;01/10/2019;120.33
31/10/2019;121.31;01/01/2019;118.89
31/10/2019;121.31;01/02/2019;120.33
31/10/2019;121.31;01/03/2019;122.92
31/10/2019;121.31;01/04/2019;123.25
31/10/2019;121.31;01/05/2019;121.63
31/10/2019;121.31;01/06/2019;122.90
31/10/2019;121.31;01/07/2019;121.53
31/10/2019;121.31;01/08/2019;122.10
31/10/2019;121.31;01/09/2019;119.73
31/10/2019;121.31;01/10/2019;120.35
01/11/2019;121.19;01/01/2019;118.95
01/11/2019;121.19;01/02/2019;120.10
01/11/2019;121.19;01/03/2019;122.93
01/11/2019;121.19;01/04/2019;123.24
01/11/2019;121.19;01/05/2019;121.61
01/11/2019;121.19;01/06/2019;122.89
01/11/2019;121.19;01/07/2019;121.56
01/11/2019;121.19;01/08/2019;122.14
01/11/2019;121.19;01/09/2019;119.77
01/11/2019;121.19;01/10/2019;120.36
04/11/2019;121.00;01/01/2019;119.00
04/11/2019;121.00;01/02/2019;119.89
04/11/2019;121.00;01/03/2019;122.92
04/11/2019;121.00;01/04/2019;123.23
04/11/2019;121.00;01/05/2019;121.60
04/11/2019;121.00;01/06/2019;122.89
04/11/2019;121.00;01/07/2019;121.57
04/11/2019;121.00;01/08/2019;122.18
04/11/2019;121.00;01/09/2019;119.82
